SI_NO,Date,Product Type,Product,Type,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Expected Profit,Expected COGS,Expected Margin,Expected Sales,State,Market,Market Size
978,2011-08-01,Herbal Tea,Lemon,Decaf,62,70,117,48,23,13,50,40,60,100,Washington,West,Small Market
979,2010-01-01,Tea,Darjeeling,Regular,70,113,180,67,43,20,50,40,80,120,Washington,West,Small Market
980,2010-02-01,Tea,Darjeeling,Regular,66,109,174,65,43,20,40,40,70,110,Washington,West,Small Market
981,2010-06-01,Tea,Darjeeling,Regular,41,78,125,47,37,14,30,30,50,80,Washington,West,Small Market
982,2011-07-01,Tea,Darjeeling,Regular,40,65,103,39,33,12,30,20,50,70,Washington,West,Small Market
983,2010-05-01,Tea,Earl Grey,Regular,27,65,110,45,38,14,30,20,50,70,Washington,West,Small Market
984,2010-09-01,Tea,Earl Grey,Regular,31,67,113,46,36,14,30,30,40,70,Washington,West,Small Market
985,2010-10-01,Tea,Earl Grey,Regular,31,67,113,46,36,14,30,20,30,50,Washington,West,Small Market
986,2010-02-01,Espresso,Caffe Latte,Regular,35,62,110,48,27,15,40,40,60,100,Washington,West,Small Market
987,2011-09-01,Espresso,Caffe Latte,Regular,31,43,81,33,22,10,30,30,40,70,Washington,West,Small Market
988,2011-04-01,Coffee,Columbian,Regular,239,247,486,209,86,64,230,260,310,570,Texas,South,Major Market
989,2011-01-01,Coffee,Decaf Irish Cream,Decaf,106,107,213,83,41,27,100,100,130,230,Texas,South,Major Market
990,2011-03-01,Espresso,Decaf Espresso,Decaf,125,117,211,81,33,22,90,60,110,170,Texas,South,Major Market
991,2011-12-01,Espresso,Caffe Latte,Regular,70,101,179,67,54,22,30,50,70,120,Texas,South,Major Market
992,2010-09-01,Coffee,Columbian,Regular,86,150,249,99,64,32,100,90,140,230,Florida,East,Major Market
993,2011-01-01,Coffee,Decaf Irish Cream,Decaf,104,116,224,84,51,26,70,80,110,190,Florida,East,Major Market
994,2010-07-01,Espresso,Caffe Mocha,Regular,32,173,297,124,141,112,60,110,180,290,Florida,East,Major Market
995,2011-12-01,Espresso,Decaf Espresso,Decaf,86,112,208,83,54,27,70,80,110,190,Florida,East,Major Market
996,2010-10-01,Herbal Tea,Chamomile,Decaf,10,29,51,22,19,7,20,0,20,20,Florida,East,Major Market
997,2010-06-01,Tea,Darjeeling,Regular,38,62,105,43,24,12,50,40,70,110,Florida,East,Major Market
998,2010-07-01,Tea,Darjeeling,Regular,41,65,110,45,24,12,50,40,70,110,Florida,East,Major Market
999,2010-04-01,Coffee,Columbian,Regular,33,60,106,46,27,15,60,50,80,130,Oklahoma,South,Small Market
1000,2010-08-01,Coffee,Columbian,Regular,53,87,155,68,34,22,80,80,110,190,Oklahoma,South,Small Market
1001,2010-12-01,Coffee,Columbian,Regular,66,104,185,81,38,26,100,90,130,220,Oklahoma,South,Small Market
1002,2011-02-01,Coffee,Columbian,Regular,43,56,107,44,27,14,50,50,70,120,Oklahoma,South,Small Market
1003,2011-03-01,Coffee,Columbian,Regular,43,55,104,43,26,14,50,50,70,120,Oklahoma,South,Small Market
1004,2011-06-01,Coffee,Columbian,Regular,40,56,98,43,25,14,50,50,70,120,Oklahoma,South,Small Market
1005,2010-02-01,Coffee,Decaf Irish Cream,Decaf,29,48,80,32,19,8,50,40,60,100,Oklahoma,South,Small Market
1006,2010-03-01,Coffee,Decaf Irish Cream,Decaf,27,47,79,32,20,8,40,40,50,90,Oklahoma,South,Small Market
1007,2010-04-01,Coffee,Decaf Irish Cream,Decaf,25,45,75,30,20,8,50,30,60,90,Oklahoma,South,Small Market
1008,2010-05-01,Coffee,Decaf Irish Cream,Decaf,22,42,71,29,20,8,40,30,50,80,Oklahoma,South,Small Market
1009,2010-06-01,Coffee,Decaf Irish Cream,Decaf,19,36,60,24,17,6,30,30,40,70,Oklahoma,South,Small Market
1010,2010-07-01,Coffee,Decaf Irish Cream,Decaf,16,34,57,23,18,6,40,20,50,70,Oklahoma,South,Small Market
1011,2010-08-01,Coffee,Decaf Irish Cream,Decaf,16,33,55,22,17,6,30,20,40,60,Oklahoma,South,Small Market
1012,2011-03-01,Coffee,Decaf Irish Cream,Decaf,40,47,84,32,20,8,40,40,50,90,Oklahoma,South,Small Market
1013,2011-10-01,Coffee,Decaf Irish Cream,Decaf,31,39,70,27,18,7,60,30,60,90,Oklahoma,South,Small Market
1014,2010-01-01,Espresso,Caffe Mocha,Regular,28,48,80,32,20,8,40,20,40,60,Oklahoma,South,Small Market
1015,2010-05-01,Espresso,Caffe Mocha,Regular,13,29,49,20,16,5,30,10,30,40,Oklahoma,South,Small Market
1016,2010-10-01,Espresso,Caffe Mocha,Regular,15,32,53,21,17,5,30,0,30,30,Oklahoma,South,Small Market
1017,2011-04-01,Espresso,Caffe Mocha,Regular,24,32,56,21,16,5,30,10,30,40,Oklahoma,South,Small Market
1018,2010-01-01,Espresso,Decaf Espresso,Decaf,67,126,210,84,59,27,70,70,110,180,Oklahoma,South,Small Market
1019,2010-02-01,Espresso,Decaf Espresso,Decaf,63,120,200,80,57,26,70,60,110,170,Oklahoma,South,Small Market
1020,2010-05-01,Espresso,Decaf Espresso,Decaf,79,141,235,94,62,31,80,80,120,200,Oklahoma,South,Small Market
1021,2010-08-01,Espresso,Decaf Espresso,Decaf,103,172,286,114,69,37,100,90,150,240,Oklahoma,South,Small Market
1022,2010-10-01,Espresso,Decaf Espresso,Decaf,65,123,205,82,58,27,60,50,80,130,Oklahoma,South,Small Market
1023,2010-12-01,Espresso,Decaf Espresso,Decaf,72,133,221,88,61,29,60,60,110,170,Oklahoma,South,Small Market
1024,2011-01-01,Espresso,Decaf Espresso,Decaf,104,126,235,84,62,27,70,70,110,180,Oklahoma,South,Small Market
1025,2011-02-01,Espresso,Decaf Espresso,Decaf,93,120,213,80,57,26,70,60,110,170,Oklahoma,South,Small Market
1026,2011-04-01,Espresso,Decaf Espresso,Decaf,110,134,237,88,60,29,80,70,120,190,Oklahoma,South,Small Market
1027,2011-07-01,Espresso,Decaf Espresso,Decaf,142,172,283,114,64,37,100,90,150,240,Oklahoma,South,Small Market
1028,2011-09-01,Espresso,Decaf Espresso,Decaf,129,150,265,99,63,32,80,80,130,210,Oklahoma,South,Small Market
1029,2011-10-01,Espresso,Decaf Espresso,Decaf,96,123,218,82,58,27,60,50,80,130,Oklahoma,South,Small Market
1030,2010-07-01,Herbal Tea,Chamomile,Decaf,19,74,133,59,55,22,30,50,80,130,Oklahoma,South,Small Market
1031,2010-10-01,Herbal Tea,Chamomile,Decaf,16,70,126,56,54,21,50,40,70,110,Oklahoma,South,Small Market
1032,2010-12-01,Herbal Tea,Chamomile,Decaf,22,80,145,65,58,24,20,60,70,130,Oklahoma,South,Small Market
1033,2011-05-01,Herbal Tea,Chamomile,Decaf,23,72,129,58,51,22,20,50,70,120,Oklahoma,South,Small Market
1034,2011-12-01,Herbal Tea,Chamomile,Decaf,33,80,155,65,58,24,20,60,70,130,Oklahoma,South,Small Market
1035,2010-02-01,Herbal Tea,Lemon,Decaf,15,128,220,92,113,83,40,80,130,210,Oklahoma,South,Small Market
1036,2010-03-01,Herbal Tea,Lemon,Decaf,17,132,227,95,115,86,30,90,130,220,Oklahoma,South,Small Market
1037,2010-04-01,Herbal Tea,Lemon,Decaf,16,132,227,95,116,86,30,90,130,220,Oklahoma,South,Small Market
1038,2010-07-01,Herbal Tea,Lemon,Decaf,32,173,297,124,141,112,60,110,180,290,Oklahoma,South,Small Market
1039,2010-10-01,Herbal Tea,Lemon,Decaf,17,134,230,96,117,87,40,80,120,200,Oklahoma,South,Small Market
1040,2011-01-01,Herbal Tea,Lemon,Decaf,16,111,213,79,106,72,30,70,110,180,Oklahoma,South,Small Market
1041,2011-02-01,Herbal Tea,Lemon,Decaf,22,128,234,92,113,83,40,80,130,210,Oklahoma,South,Small Market
1042,2011-07-01,Herbal Tea,Lemon,Decaf,44,173,294,124,131,112,60,110,180,290,Oklahoma,South,Small Market
1043,2011-08-01,Herbal Tea,Lemon,Decaf,47,184,314,133,140,120,60,120,190,310,Oklahoma,South,Small Market
1044,2011-09-01,Herbal Tea,Lemon,Decaf,24,130,238,93,114,84,40,80,130,210,Oklahoma,South,Small Market
1045,2011-11-01,Herbal Tea,Lemon,Decaf,22,130,239,94,115,85,20,80,120,200,Oklahoma,South,Small Market
1046,2010-01-01,Espresso,Caffe Latte,Regular,66,116,200,84,50,26,70,70,100,170,Oklahoma,South,Small Market
1047,2010-02-01,Espresso,Caffe Latte,Regular,70,120,206,86,50,26,70,70,100,170,Oklahoma,South,Small Market
1048,2010-03-01,Espresso,Caffe Latte,Regular,74,125,214,89,51,27,80,70,110,180,Oklahoma,South,Small Market
1049,2010-10-01,Espresso,Caffe Latte,Regular,76,127,218,91,51,28,70,50,80,130,Oklahoma,South,Small Market
1050,2011-01-01,Espresso,Caffe Latte,Regular,103,116,224,84,52,26,70,70,100,170,Oklahoma,South,Small Market
1051,2011-03-01,Espresso,Caffe Latte,Regular,110,125,228,89,51,27,80,70,110,180,Oklahoma,South,Small Market
1052,2011-06-01,Espresso,Caffe Latte,Regular,145,164,279,118,55,36,100,100,140,240,Oklahoma,South,Small Market
1053,2011-07-01,Espresso,Caffe Latte,Regular,177,195,333,141,62,43,110,120,160,280,Oklahoma,South,Small Market
1054,2011-10-01,Espresso,Caffe Latte,Regular,113,127,232,91,51,28,70,50,80,130,Oklahoma,South,Small Market
1055,2011-11-01,Espresso,Caffe Latte,Regular,132,143,261,102,54,31,60,80,100,180,Oklahoma,South,Small Market
1056,2010-10-01,Coffee,Columbian,Regular,64,123,205,82,59,27,90,60,110,170,Florida,East,Major Market
1057,2011-12-01,Coffee,Columbian,Regular,108,133,236,88,60,29,80,70,120,190,Florida,East,Major Market
1058,2010-06-01,Tea,Green Tea,Regular,58,85,144,59,27,16,70,60,90,150,Florida,East,Major Market
1059,2010-02-01,Espresso,Decaf Espresso,Decaf,51,103,180,77,52,25,60,70,100,170,Florida,East,Major Market
1060,2010-12-01,Espresso,Decaf Espresso,Decaf,58,112,195,83,54,27,70,80,110,190,Florida,East,Major Market
1061,2010-11-01,Herbal Tea,Lemon,Decaf,13,67,121,54,54,20,10,40,40,80,Florida,East,Major Market
1062,2010-09-01,Herbal Tea,Mint,Decaf,53,99,182,83,46,25,50,60,80,140,Florida,East,Major Market
1063,2011-12-01,Herbal Tea,Mint,Decaf,74,96,188,80,46,24,30,60,60,120,Florida,East,Major Market
1064,2011-03-01,Coffee,Decaf Irish Cream,Decaf,-180,-27,135,154,94,50,-120,190,-40,150,California,West,Major Market
1065,2011-07-01,Espresso,Caffe Mocha,Regular,62,225,384,162,167,147,60,150,220,370,California,West,Major Market
1066,2010-04-01,Herbal Tea,Chamomile,Decaf,106,145,245,100,39,28,110,80,130,210,California,West,Major Market
1067,2011-03-01,Herbal Tea,Chamomile,Decaf,150,139,249,95,38,26,100,80,120,200,California,West,Major Market
1068,2010-06-01,Herbal Tea,Mint,Decaf,67,107,190,83,40,27,60,70,90,160,California,West,Major Market
1069,2011-02-01,Herbal Tea,Mint,Decaf,101,107,202,83,39,27,60,70,90,160,California,West,Major Market
1070,2011-12-01,Tea,Earl Grey,Regular,79,79,142,54,26,15,50,30,60,90,California,West,Major Market
1071,2010-01-01,Coffee,Columbian,Regular,159,245,452,207,86,64,220,260,300,560,Texas,South,Major Market
1072,2011-12-01,Coffee,Columbian,Regular,279,284,559,241,96,74,240,280,340,620,Texas,South,Major Market
1073,2010-11-01,Espresso,Caffe Mocha,Regular,127,172,290,118,45,33,100,90,130,220,Texas,South,Major Market
1074,2011-02-01,Espresso,Caffe Mocha,Regular,157,144,259,99,38,27,100,80,120,200,Texas,South,Major Market
1075,2011-03-01,Espresso,Caffe Mocha,Regular,135,126,227,87,35,24,90,70,110,180,Texas,South,Major Market
1076,2011-01-01,Espresso,Decaf Espresso,Decaf,84,80,150,54,27,15,60,40,70,110,Texas,South,Major Market
1077,2011-06-01,Espresso,Decaf Espresso,Decaf,137,136,228,94,34,26,90,80,110,190,Texas,South,Major Market
1078,2010-06-01,Herbal Tea,Lemon,Decaf,20,55,93,38,35,12,30,30,60,90,Texas,South,Major Market
1079,2010-10-01,Herbal Tea,Lemon,Decaf,28,64,107,43,36,13,50,30,60,90,Texas,South,Major Market
1080,2011-05-01,Espresso,Caffe Latte,Regular,61,96,159,64,48,21,50,50,80,130,Texas,South,Major Market
1081,2010-01-01,Coffee,Columbian,Regular,367,422,494,72,55,23,360,60,400,460,Massachusetts,East,Major Market
1082,2010-09-01,Coffee,Columbian,Regular,465,516,576,60,51,19,460,50,490,540,Massachusetts,East,Major Market
1083,2011-01-01,Coffee,Columbian,Regular,572,422,553,72,58,23,360,60,400,460,Massachusetts,East,Major Market
1084,2010-05-01,Tea,Green Tea,Regular,12,29,49,20,17,5,20,20,30,50,Massachusetts,East,Major Market
1085,2010-06-01,Tea,Green Tea,Regular,10,26,44,18,16,5,20,10,30,40,Massachusetts,East,Major Market
1086,2010-10-01,Tea,Green Tea,Regular,15,32,53,21,17,5,30,20,30,50,Massachusetts,East,Major Market
1087,2010-05-01,Espresso,Caffe Mocha,Regular,-16,61,114,53,77,48,0,50,60,110,Massachusetts,East,Major Market
1088,2011-05-01,Espresso,Caffe Mocha,Regular,-22,61,113,53,72,48,0,50,60,110,Massachusetts,East,Major Market
1089,2011-07-01,Espresso,Caffe Mocha,Regular,10,72,110,39,60,36,20,30,70,100,Massachusetts,East,Major Market
1090,2011-05-01,Herbal Tea,Lemon,Decaf,17,65,117,53,49,20,20,40,50,90,Massachusetts,East,Major Market
1091,2010-07-01,Tea,Darjeeling,Regular,16,34,57,23,18,6,30,20,40,60,Massachusetts,East,Major Market
1092,2011-03-01,Tea,Darjeeling,Regular,42,47,84,32,19,8,40,30,50,80,Massachusetts,East,Major Market
1093,2011-07-01,Tea,Darjeeling,Regular,22,34,56,23,17,6,30,20,40,60,Massachusetts,East,Major Market
1094,2010-08-01,Espresso,Regular Espresso,Regular,82,146,291,145,64,40,100,130,150,280,Massachusetts,East,Major Market
1095,2011-06-01,Espresso,Regular Espresso,Regular,115,149,295,149,61,41,100,140,150,290,Massachusetts,East,Major Market
1096,2010-09-01,Coffee,Amaretto,Regular,23,82,149,67,59,25,30,70,80,150,Wisconsin,Central,Small Market
1097,2011-05-01,Coffee,Amaretto,Regular,23,72,129,58,51,22,20,60,70,130,Wisconsin,Central,Small Market
1098,2011-08-01,Coffee,Amaretto,Regular,29,77,139,63,52,23,30,60,80,140,Wisconsin,Central,Small Market
1099,2011-10-01,Coffee,Amaretto,Regular,22,70,134,56,55,21,50,40,80,120,Wisconsin,Central,Small Market
1100,2010-09-01,Coffee,Columbian,Regular,16,130,223,93,114,84,40,90,140,230,Wisconsin,Central,Small Market
1101,2011-10-01,Coffee,Columbian,Regular,27,134,245,96,116,87,60,90,140,230,Wisconsin,Central,Small Market
1102,2010-01-01,Coffee,Decaf Irish Cream,Decaf,51,103,180,77,52,25,60,80,100,180,Wisconsin,Central,Small Market
1103,2010-02-01,Coffee,Decaf Irish Cream,Decaf,50,103,180,77,53,25,60,80,100,180,Wisconsin,Central,Small Market
1104,2010-03-01,Coffee,Decaf Irish Cream,Decaf,55,108,188,80,53,26,70,80,110,190,Wisconsin,Central,Small Market
1105,2010-04-01,Coffee,Decaf Irish Cream,Decaf,58,112,195,83,54,27,80,80,120,200,Wisconsin,Central,Small Market
1106,2010-08-01,Coffee,Decaf Irish Cream,Decaf,73,132,231,99,59,32,90,100,140,240,Wisconsin,Central,Small Market
1107,2011-01-01,Coffee,Decaf Irish Cream,Decaf,79,103,201,77,55,25,60,80,100,180,Wisconsin,Central,Small Market
1108,2011-09-01,Coffee,Decaf Irish Cream,Decaf,86,114,212,85,56,28,70,90,110,200,Wisconsin,Central,Small Market
1109,2011-12-01,Coffee,Decaf Irish Cream,Decaf,85,112,208,83,55,27,70,80,110,190,Wisconsin,Central,Small Market
1110,2010-01-01,Espresso,Caffe Mocha,Regular,38,81,150,69,43,21,50,80,90,170,Wisconsin,Central,Small Market
1111,2010-02-01,Espresso,Caffe Mocha,Regular,42,84,154,70,42,21,60,80,100,180,Wisconsin,Central,Small Market
1112,2010-09-01,Espresso,Caffe Mocha,Regular,53,99,182,83,46,25,80,90,120,210,Wisconsin,Central,Small Market
1113,2011-03-01,Espresso,Caffe Mocha,Regular,61,84,165,71,43,22,60,80,100,180,Wisconsin,Central,Small Market
1114,2011-06-01,Espresso,Decaf Espresso,Decaf,47,62,109,48,26,15,50,50,70,120,Wisconsin,Central,Small Market
1115,2010-10-01,Herbal Tea,Chamomile,Decaf,57,99,159,60,42,18,80,40,80,120,Wisconsin,Central,Small Market
1116,2011-04-01,Herbal Tea,Chamomile,Decaf,68,84,142,49,38,15,50,40,70,110,Wisconsin,Central,Small Market
1117,2011-06-01,Herbal Tea,Chamomile,Decaf,55,78,124,47,35,14,50,40,70,110,Wisconsin,Central,Small Market
1118,2011-08-01,Herbal Tea,Chamomile,Decaf,57,79,125,47,35,14,50,40,70,110,Wisconsin,Central,Small Market
1119,2011-09-01,Herbal Tea,Lemon,Decaf,74,75,134,51,25,14,60,40,70,110,Wisconsin,Central,Small Market
1120,2010-03-01,Tea,Darjeeling,Regular,38,77,129,52,39,16,40,40,70,110,Wisconsin,Central,Small Market
1121,2010-02-01,Tea,Earl Grey,Regular,3,90,155,65,87,58,10,50,80,130,Wisconsin,Central,Small Market
1122,2010-04-01,Tea,Earl Grey,Regular,1,87,150,63,86,57,10,50,80,130,Wisconsin,Central,Small Market
1123,2011-06-01,Tea,Earl Grey,Regular,-3,75,127,53,72,48,10,40,70,110,Wisconsin,Central,Small Market
1124,2010-02-01,Coffee,Columbian,Regular,245,387,645,258,142,90,360,320,480,800,California,West,Major Market
1125,2010-06-01,Coffee,Decaf Irish Cream,Decaf,-142,-31,169,200,111,66,-140,250,-40,210,California,West,Major Market
1126,2010-03-01,Tea,Green Tea,Regular,54,108,180,72,54,23,50,40,80,120,California,West,Major Market
1127,2010-04-01,Tea,Green Tea,Regular,48,102,170,68,54,22,40,40,70,110,California,West,Major Market
1128,2010-07-01,Tea,Green Tea,Regular,30,79,131,52,49,17,20,30,50,80,California,West,Major Market
1129,2011-04-01,Espresso,Caffe Mocha,Regular,39,173,318,125,147,113,30,120,160,280,California,West,Major Market
1130,2011-04-01,Espresso,Decaf Espresso,Decaf,326,335,626,252,115,83,220,240,320,560,California,West,Major Market
1131,2011-10-01,Espresso,Decaf Espresso,Decaf,334,341,637,257,116,84,240,230,320,550,California,West,Major Market
1132,2011-04-01,Herbal Tea,Chamomile,Decaf,157,145,261,100,39,28,110,80,130,210,California,West,Major Market
1133,2010-12-01,Herbal Tea,Lemon,Decaf,188,284,525,241,96,74,170,220,260,480,California,West,Major Market
1134,2011-04-01,Herbal Tea,Lemon,Decaf,240,247,486,209,85,64,170,170,230,400,California,West,Major Market
1135,2011-06-01,Herbal Tea,Lemon,Decaf,265,288,527,244,89,75,190,200,260,460,California,West,Major Market
1136,2010-03-01,Tea,Darjeeling,Regular,91,126,213,87,35,24,80,50,90,140,California,West,Major Market
1137,2010-06-01,Tea,Earl Grey,Regular,98,136,230,94,38,26,80,60,90,150,California,West,Major Market
1138,2010-05-01,Espresso,Caffe Latte,Regular,165,261,521,260,96,72,180,240,260,500,California,West,Major Market
1139,2011-04-01,Espresso,Caffe Latte,Regular,220,239,509,239,91,66,150,220,230,450,California,West,Major Market
1140,2010-08-01,Coffee,Columbian,Regular,27,88,160,72,61,27,40,70,90,160,Missouri,Central,Small Market
1141,2011-08-01,Coffee,Decaf Irish Cream,Decaf,33,60,109,50,33,15,30,50,60,110,Missouri,Central,Small Market
1142,2011-11-01,Coffee,Decaf Irish Cream,Decaf,56,81,160,69,43,21,40,60,80,140,Missouri,Central,Small Market
1143,2010-01-01,Tea,Green Tea,Regular,-4,42,76,34,46,12,0,20,40,60,Missouri,Central,Small Market
1144,2010-08-01,Tea,Green Tea,Regular,1,48,86,38,47,14,0,30,40,70,Missouri,Central,Small Market
1145,2011-07-01,Tea,Green Tea,Regular,0,46,81,36,43,13,0,30,40,70,Missouri,Central,Small Market
1146,2010-08-01,Espresso,Decaf Espresso,Decaf,28,48,80,32,20,8,50,30,60,90,Missouri,Central,Small Market
1147,2010-09-01,Espresso,Decaf Espresso,Decaf,27,47,79,32,20,8,50,30,60,90,Missouri,Central,Small Market
1148,2011-10-01,Espresso,Decaf Espresso,Decaf,42,47,84,32,19,8,80,30,80,110,Missouri,Central,Small Market
1149,2010-05-01,Herbal Tea,Chamomile,Decaf,-8,61,104,43,69,39,10,30,60,90,Missouri,Central,Small Market
1150,2010-12-01,Herbal Tea,Chamomile,Decaf,-5,69,118,49,74,44,0,40,60,100,Missouri,Central,Small Market
1151,2011-03-01,Herbal Tea,Chamomile,Decaf,-9,63,114,44,69,40,10,30,60,90,Missouri,Central,Small Market
1152,2011-04-01,Herbal Tea,Chamomile,Decaf,-9,63,114,44,69,40,10,30,60,90,Missouri,Central,Small Market
1153,2010-02-01,Herbal Tea,Lemon,Decaf,-32,18,102,84,50,26,-20,70,10,80,Missouri,Central,Small Market
1154,2010-07-01,Herbal Tea,Lemon,Decaf,-12,49,169,120,61,37,0,100,40,140,Missouri,Central,Small Market
1155,2011-10-01,Herbal Tea,Lemon,Decaf,-39,23,116,86,49,26,10,60,20,80,Missouri,Central,Small Market
1156,2011-12-01,Herbal Tea,Lemon,Decaf,24,68,171,92,52,28,20,80,60,140,Missouri,Central,Small Market
1157,2010-03-01,Tea,Darjeeling,Regular,11,49,85,36,38,11,10,30,40,70,Missouri,Central,Small Market
1158,2010-11-01,Tea,Darjeeling,Regular,9,47,82,35,38,11,10,20,40,60,Missouri,Central,Small Market
1159,2011-02-01,Tea,Darjeeling,Regular,13,47,87,35,38,11,10,30,40,70,Missouri,Central,Small Market
1160,2011-04-01,Tea,Darjeeling,Regular,16,51,94,37,40,12,10,30,40,70,Missouri,Central,Small Market
1161,2011-05-01,Tea,Darjeeling,Regular,19,53,91,39,36,12,20,30,50,80,Missouri,Central,Small Market
1162,2010-03-01,Tea,Earl Grey,Regular,-3,42,75,33,45,12,0,20,40,60,Missouri,Central,Small Market
1163,2010-10-01,Tea,Earl Grey,Regular,-11,31,56,25,42,9,0,10,20,30,Missouri,Central,Small Market
1164,2011-04-01,Tea,Earl Grey,Regular,-13,36,69,29,45,11,-10,20,30,50,Missouri,Central,Small Market
1165,2011-05-01,Tea,Earl Grey,Regular,-6,42,75,34,43,12,0,20,40,60,Missouri,Central,Small Market
1166,2011-08-01,Coffee,Amaretto,Regular,26,62,107,46,40,15,40,40,70,110,Ohio,Central,Major Market
1167,2010-09-01,Coffee,Columbian,Regular,29,64,107,43,35,13,40,40,70,110,Ohio,Central,Major Market
1168,2010-12-01,Coffee,Decaf Irish Cream,Decaf,-6,65,112,47,71,42,10,40,70,110,Ohio,Central,Major Market
1169,2010-06-01,Espresso,Caffe Mocha,Regular,83,149,298,149,66,41,120,170,180,350,Ohio,Central,Major Market
1170,2010-04-01,Espresso,Decaf Espresso,Decaf,13,67,121,54,54,20,30,60,80,140,Ohio,Central,Major Market
1171,2010-06-01,Espresso,Decaf Espresso,Decaf,12,64,115,51,52,19,30,50,80,130,Ohio,Central,Major Market
1172,2010-11-01,Espresso,Decaf Espresso,Decaf,16,69,124,55,53,20,40,70,80,150,Ohio,Central,Major Market
